1e+06,66.141,4.5236
7.9436e+05,66.112,3.411
6.31e+05,66.12,2.5229
5.0127e+05,66.175,1.7788
3.9814e+05,66.254,1.1592
3.1623e+05,66.363,0.63018
2.5119e+05,66.49,0.17654
1.9963e+05,66.613,-0.22822
1.585e+05,66.756,-0.60085
1.2592e+05,66.907,-0.96457
1.0002e+05,67.082,-1.3335
79512,67.356,-1.574
63105,67.459,-2.1747
50215,67.729,-2.6556
39902,68.055,-3.1895
31699,68.44,-3.782
25137,68.899,-4.4407
19980,69.422,-5.1665
15879,70.019,-5.9787
12598,70.705,-6.9004
10020,71.471,-7.9341
7928.2,72.359,-9.1408
6307.9,73.348,-10.496
5034.7,74.451,-12.028
3993.1,75.739,-13.846
3144.1,77.267,-16.023
2519.5,78.894,-18.355
2000.8,80.843,-21.153
1580.7,83.153,-24.46
1253.6,85.802,-28.217
1000.7,88.803,-32.407
790.03,92.484,-37.43
628.81,96.646,-42.957
502.23,101.42,-49.103
400.15,106.98,-56.025
315.5,113.8,-64.244
252.02,121.24,-72.914
200.32,129.93,-82.761
158.01,140.29,-94.158
125.56,151.58,-106.4
99.734,164.34,-120.08
79.449,178.65,-135.28
63.345,194.57,-152.25
49.867,213.34,-172.18
38.422,236.65,-196.85
31.25,257.26,-218.51
24.934,282.78,-245.48
20.032,310.67,-274.46
15.625,346.64,-311.38
12.467,383.75,-348.91
9.9734,425.18,-390.11
7.9719,472.17,-435.94
6.3516,526.01,-487.33
5.0134,590.01,-546.59
3.986,660.64,-609.81
3.1758,740.25,-678.22
2.5161,834.21,-753.76
1.9955,937.08,-831.79
1.5879,1055.4,-919.05
1.2581,1191.2,-1011.2
0.99777,1343.8,-1106.6
0.79274,1510.7,-1202
0.62903,1695.3,-1298.3
0.49888,1896.3,-1393.7
0.3986,2105.7,-1485.3
0.31672,2339.5,-1579.5
0.25148,2591.1,-1672.5
0.19998,2853.7,-1760.2
0.15879,3141.4,-1849.1
0.12601,3442.2,-1934.6
0.10016,3755.6,-1993.2
