1e+06,19.898,4.4075
7.9436e+05,19.934,3.3865
6.31e+05,19.959,2.5677
5.0127e+05,19.993,1.8971
3.9814e+05,20.016,1.3349
3.1623e+05,20.069,0.85488
2.5119e+05,20.115,0.42781
1.9963e+05,20.184,0.041393
1.585e+05,20.247,-0.32839
1.2592e+05,20.329,-0.68533
1.0002e+05,20.451,-1.0405
79512,20.602,-1.4028
63105,20.774,-1.795
50215,20.97,-2.2187
39902,21.212,-2.6869
31699,21.497,-3.2091
25137,21.847,-3.7978
19980,22.243,-4.4606
15879,22.712,-5.2127
12598,23.258,-6.0783
10020,23.887,-7.0607
7928.2,24.633,-8.215
6307.9,25.483,-9.5137
5034.7,26.445,-10.983
3993.1,27.598,-12.708
3144.1,28.994,-14.778
2519.5,30.498,-16.955
2000.8,32.303,-19.532
1580.7,34.453,-22.543
1253.6,36.896,-25.918
1000.7,39.616,-29.651
790.03,42.882,-34.109
628.81,46.479,-39.024
502.23,50.498,-44.546
400.15,55.026,-50.816
315.5,60.484,-58.537
252.02,66.34,-66.956
200.32,73.132,-76.889
158.01,81.185,-88.862
125.56,90.116,-102.3
99.734,100.44,-117.95
79.449,112.56,-136.31
63.345,126.37,-157.26
49.867,143.27,-182.49
38.422,165.27,-214.58
31.25,186.01,-243.89
24.934,210.63,-279.89
20.032,239.58,-319.8
15.625,277.87,-371.52
12.467,318.89,-425.05
9.9734,366.18,-484.66
7.9719,421.26,-551.64
6.3516,486.84,-627.8
5.0134,566.83,-716.2
3.986,657.58,-810.9
3.1758,762.52,-913.38
2.5161,889.73,-1026.8
1.9955,1030.8,-1142.6
1.5879,1196.6,-1271.7
1.2581,1388.4,-1405.3
0.99777,1605.4,-1540.9
0.79274,1844.7,-1648.3
0.62903,2110,-1778.4
0.49888,2399.7,-1895.3
0.3986,2698.2,-1995
0.31672,3024,-2082.9
0.25148,3365,-2151.1
0.19998,3712.1,-2199.7
0.15879,4070.9,-2237.9
0.12601,4439.6,-2263.7
0.10016,4783.8,-2227.3
