1e+06,223.06,2.5838
7.9436e+05,223.02,1.5356
6.31e+05,223.11,0.71482
5.0127e+05,223.31,0.025821
3.9814e+05,223.54,-0.55121
3.1623e+05,223.85,-1.0301
2.5119e+05,224.15,-1.43
1.9963e+05,224.42,-1.7999
1.585e+05,224.67,-2.1529
1.2592e+05,224.99,-2.5418
1.0002e+05,225.26,-2.9726
79512,225.81,-2.952
63105,225.74,-4.2
50215,226.18,-4.9706
39902,226.72,-5.86
31699,227.39,-6.852
25137,228.2,-7.9743
19980,229.12,-9.2065
15879,230.18,-10.586
12598,231.42,-12.113
10020,232.79,-13.84
7928.2,234.39,-15.83
6307.9,236.15,-18.044
5034.7,238.13,-20.539
3993.1,240.42,-23.461
3144.1,243.12,-26.924
2519.5,245.96,-30.601
2000.8,249.33,-34.967
1580.7,253.28,-40.093
1253.6,257.75,-45.889
1000.7,262.73,-52.333
790.03,268.75,-60.064
628.81,275.45,-68.588
502.23,283.11,-78.117
400.15,291.99,-88.971
315.5,302.4,-101.7
252.02,314.24,-115.36
200.32,328.21,-130.89
158.01,344.89,-148.76
125.56,363.53,-167.92
99.734,384.88,-188.95
79.449,409.32,-211.92
63.345,436.39,-236.71
49.867,468.49,-265.02
38.422,508.16,-298.73
31.25,543.27,-327.38
24.934,585.94,-361.57
20.032,631.44,-396.61
15.625,689.02,-440.01
12.467,747.05,-482.4
9.9734,810.15,-527.12
7.9719,879.5,-574.81
6.3516,956.51,-626.38
5.0134,1044,-683.37
3.986,1136,-742.07
3.1758,1234.6,-803.69
2.5161,1346.1,-870.46
1.9955,1461.8,-940.39
1.5879,1586.6,-1016.5
1.2581,1723.3,-1098.3
0.99777,1871.4,-1185
0.79274,2028.9,-1275.8
0.62903,2198.7,-1371.2
0.49888,2381.5,-1471.3
0.3986,2569.3,-1571.9
0.31672,2774.7,-1678.5
0.25148,2995.1,-1787.9
0.19998,3226.9,-1899.6
0.15879,3472.7,-2015.1
0.12601,3733,-2133.2
0.10016,4007.7,-2250.2
