1e+06,1548.9,-204.99
7.9436e+05,1561.8,-171.25
6.31e+05,1569.5,-138.78
5.0127e+05,1573.3,-113.34
3.9814e+05,1577.6,-87.179
3.1623e+05,1580.6,-75.152
2.5119e+05,1581.4,-57.743
1.9963e+05,1582.5,-47.449
1.585e+05,1583.1,-39.681
1.2592e+05,1584.1,-33.97
1.0002e+05,1585,-29.739
79512,1586.4,-26.36
63105,1586.7,-25.235
50215,1587.9,-24.413
39902,1589.4,-24.446
31699,1591.2,-25.196
25137,1593.3,-26.523
19980,1595.7,-28.32
15879,1598.5,-30.902
12598,1601.7,-33.779
10020,1605.2,-37.35
7928.2,1609.4,-41.737
6307.9,1614,-46.472
5034.7,1619.1,-52.005
3993.1,1625,-58.468
3144.1,1631.9,-66.09
2519.5,1639,-74.151
2000.8,1647.3,-83.762
1580.7,1656.9,-95.039
1253.6,1667.6,-107.75
1000.7,1679.4,-121.89
790.03,1693.4,-138.88
628.81,1709,-157.64
502.23,1726.4,-178.62
400.15,1746.4,-202.8
315.5,1770.5,-231.66
252.02,1796.6,-262.58
200.32,1827.1,-298.34
158.01,1863.3,-340.17
125.56,1903.6,-385.86
99.734,1950,-437.23
79.449,2005.8,-494.66
63.345,2065.6,-557.6
49.867,2137.6,-631.75
38.422,2228.1,-721.6
31.25,2309.7,-800.2
24.934,2411.3,-894.4
20.032,2521.2,-993.67
15.625,2661.9,-1116.4
12.467,2805.6,-1237.6
9.9734,2961.9,-1366.3
7.9719,3138.5,-1506.8
6.3516,3337.2,-1660.7
5.0134,3566.9,-1833.6
3.986,3813.9,-2014.2
3.1758,4085.2,-2207.1
2.5161,4396.5,-2414.1
1.9955,4734.4,-2637.4
1.5879,5105.2,-2873.1
1.2581,5522.9,-3123.7
0.99777,5984.1,-3384.1
0.79274,6483.7,-3647
0.62903,7032.5,-3914.4
0.49888,7630.2,-4180.1
0.3986,8248.7,-4427.6
0.31672,8922.4,-4668.6
0.25148,9634.8,-4880.5
0.19998,10370,-5059.2
0.15879,11127,-5205
0.12601,11893,-5317.8
0.10016,12669,-5403.2
