1e+06,2887.1,-780.15
7.9436e+05,2966.6,-641.49
6.31e+05,3020.2,-522.45
5.0127e+05,3056.2,-422.42
3.9814e+05,3079.9,-340.85
3.1623e+05,3095.8,-273.77
2.5119e+05,3123.5,-170.87
1.9963e+05,3124.9,-137.1
1.585e+05,3126.5,-110.7
1.2592e+05,3127.8,-90.208
1.0002e+05,3129.2,-74.069
79512,3130.5,-62.288
63105,3131.7,-53.171
50215,3133.4,-46.741
39902,3135.5,-42.3
31699,3137.8,-39.355
25137,3140.1,-38.29
19980,3143.5,-37.817
15879,3146.9,-38.904
12598,3150.7,-41.12
10020,3155,-43.604
7928.2,3160.3,-47.434
6307.9,3165.6,-51.752
5034.7,3171.9,-56.917
3993.1,3178.7,-63.141
3144.1,3186.6,-70.459
2519.5,3194.7,-78.285
2000.8,3204,-87.654
1580.7,3214.4,-98.592
1253.6,3225.8,-111.11
1000.7,3238.3,-125.12
790.03,3252.6,-142.09
628.81,3268.5,-161.04
502.23,3286.3,-182.49
400.15,3306.4,-207.32
315.5,3330.6,-237.26
252.02,3356.9,-269.57
200.32,3387.7,-307.24
158.01,3424.2,-351.65
125.56,3465,-400.48
99.734,3511.9,-455.86
79.449,3570.8,-517.53
63.345,3631.8,-586.94
49.867,3705.6,-669.3
38.422,3798.6,-770.74
31.25,3883.1,-860.47
24.934,3989.6,-969.36
20.032,4104.5,-1085.6
15.625,4252.7,-1231.2
12.467,4405.7,-1377.5
9.9734,4575.6,-1535.9
7.9719,4766.7,-1710.1
6.3516,4983.4,-1903
5.0134,5235.7,-2123.4
3.986,5509.5,-2357.7
3.1758,5812.2,-2611.7
2.5161,6163.7,-2888.3
1.9955,6548.1,-3198.8
1.5879,6975.6,-3534.3
1.2581,7464.8,-3901.7
0.99777,8016.4,-4295.3
0.79274,8624,-4702.6
0.62903,9307.3,-5126.2
0.49888,10070,-5556.7
0.3986,10879,-5964.3
0.31672,11784,-6364.8
0.25148,12766,-6738
0.19998,13804,-7059.1
0.15879,14884,-7323.7
0.12601,15993,-7511.6
0.10016,17085,-7625.6
