1e+06,321.38,-8864.1
7.9436e+05,474.5,-11184
6.31e+05,687.73,-14078
5.0127e+05,1060.9,-17662
3.9814e+05,1631.5,-22199
3.1623e+05,2495.7,-27844
2.5119e+05,4280.1,-34873
1.9963e+05,6308.4,-43442
1.585e+05,8935.2,-54233
1.2592e+05,13879,-66861
1.0002e+05,20884,-82106
79512,30908,-99671
63105,45541,-1.1942e+05
50215,65927,-1.4059e+05
39902,93411,-1.6077e+05
31699,1.2814e+05,-1.765e+05
25137,1.6743e+05,-1.8676e+05
19980,2.1083e+05,-1.8731e+05
15879,2.5293e+05,-1.7824e+05
12598,2.8652e+05,-1.6232e+05
10020,3.1745e+05,-1.437e+05
7928.2,3.3872e+05,-1.1944e+05
6307.9,3.52e+05,-96961
5034.7,3.6281e+05,-82519
3993.1,3.6942e+05,-66405
3144.1,3.7386e+05,-53147
2519.5,3.7642e+05,-43003
2000.8,3.7815e+05,-34542
1580.7,3.7931e+05,-27586
1253.6,3.8039e+05,-22057
1000.7,3.8054e+05,-17908
790.03,3.811e+05,-11379
628.81,3.8096e+05,-9087.2
502.23,3.8083e+05,-7545.2
400.15,3.8081e+05,-6168.1
315.5,3.8062e+05,-5069.2
252.02,3.8071e+05,-4152.4
200.32,3.8061e+05,-3624.2
158.01,3.8074e+05,-3102.1
125.56,3.8066e+05,-2748.6
99.734,3.8034e+05,-2521.6
79.449,3.8073e+05,-2100.7
63.345,3.8054e+05,-2063.7
49.867,3.7837e+05,-3290.5
38.422,3.7971e+05,-2001.9
31.25,3.7987e+05,-2534.9
24.934,3.797e+05,-2283.7
20.032,3.796e+05,-2194.2
15.625,3.7978e+05,-2741.5
12.467,3.7985e+05,-2822.2
9.9734,3.798e+05,-3103.4
7.9719,3.7991e+05,-3431.3
6.3516,3.7991e+05,-3827.2
5.0134,3.8024e+05,-4263.2
3.986,3.8055e+05,-4768.3
3.1758,3.8055e+05,-5335.4
2.5161,3.8078e+05,-5966.4
1.9955,3.8093e+05,-6743.5
1.5879,3.8086e+05,-7639.4
1.2581,3.8071e+05,-8690.7
0.99777,3.8071e+05,-9808.2
0.79274,3.7998e+05,-11139
0.62903,3.7939e+05,-12745
0.49888,3.7903e+05,-14510
0.3986,3.774e+05,-16479
0.31672,3.7455e+05,-18736
0.25148,3.7244e+05,-21338
0.19998,3.706e+05,-24741
0.15879,3.7043e+05,-28557
0.12601,3.7008e+05,-32934
0.10016,3.6982e+05,-37162
