1e+06,6180,-8882.1
7.9436e+05,8336.2,-9439.8
6.31e+05,10348,-9484.3
5.0127e+05,12681,-9059.9
3.9814e+05,14522,-8238.7
3.1623e+05,15892,-7292.6
2.5119e+05,17308,-5914.2
1.9963e+05,18017,-4885.8
1.585e+05,18539,-3988.6
1.2592e+05,18924,-3275.3
1.0002e+05,19158,-2648.6
79512,19341,-2139.2
63105,19482,-1718.3
50215,19572,-1381.9
39902,19653,-1130
31699,19728,-911.69
25137,19801,-748
19980,19861,-618.32
15879,19998,-525.2
12598,20186,-432.82
10020,20236,-385.94
7928.2,20287,-329.6
6307.9,20360,-303.45
5034.7,20402,-276.57
3993.1,20438,-260.28
3144.1,20470,-250.18
2519.5,20506,-245.85
2000.8,20530,-245.17
1580.7,20558,-249.95
1253.6,20585,-254.17
1000.7,20608,-262.98
790.03,20635,-274.52
628.81,20669,-289.24
502.23,20699,-306.2
400.15,20737,-326.34
315.5,20768,-351.92
252.02,20810,-380.35
200.32,20855,-412.59
158.01,20911,-452.88
125.56,20976,-497.88
99.734,21038,-550.02
79.449,21120,-608.98
63.345,21199,-678.27
49.867,21290,-764.74
38.422,21403,-865.78
31.25,21502,-960.18
24.934,21622,-1078.1
20.032,21747,-1208.7
15.625,21912,-1375.8
12.467,22079,-1550.6
9.9734,22267,-1746.4
7.9719,22477,-1969.3
6.3516,22715,-2224.7
5.0134,22995,-2527.9
3.986,23308,-2858
3.1758,23664,-3228.5
2.5161,24080,-3619.6
1.9955,24562,-4103.2
1.5879,25102,-4640.7
1.2581,25741,-5244.8
0.99777,26471,-5917.2
0.79274,27288,-6663.6
0.62903,28225,-7489.5
0.49888,29319,-8391.5
0.3986,30530,-9357.6
0.31672,31993,-10462
0.25148,33679,-11657
0.19998,35602,-12919
0.15879,37792,-14200
0.12601,40226,-15528
0.10016,42931,-16750
