1e+06,444.13,-7.8364
7.9436e+05,444.77,-7.3734
6.31e+05,445.24,-6.3975
5.0127e+05,445.6,-5.6436
3.9814e+05,445.93,-5.0549
3.1623e+05,446.24,-4.619
2.5119e+05,446.54,-4.4051
1.9963e+05,446.85,-4.3323
1.585e+05,447.17,-4.4688
1.2592e+05,447.57,-4.7482
1.0002e+05,448.04,-5.1373
79512,448.73,-5.5678
63105,449.23,-6.3836
50215,450.03,-7.1376
39902,450.92,-8.0331
31699,451.9,-9.0485
25137,453.03,-10.21
19980,454.26,-11.526
15879,455.63,-12.991
12598,457.18,-14.689
10020,458.9,-16.587
7928.2,460.86,-18.822
6307.9,462.99,-21.291
5034.7,465.37,-24.075
3993.1,468.09,-27.39
3144.1,471.26,-31.318
2519.5,474.6,-35.514
2000.8,478.54,-40.528
1580.7,483.14,-46.422
1253.6,488.34,-53.11
1000.7,494.13,-60.567
790.03,501.14,-69.532
628.81,508.94,-79.442
502.23,517.82,-90.56
400.15,528.17,-103.27
315.5,540.76,-118.38
252.02,554.6,-134.49
200.32,570.99,-152.91
158.01,590.7,-174.12
125.56,612.83,-196.82
99.734,638.42,-221.76
79.449,668.31,-248.74
63.345,701.18,-277.61
49.867,740.37,-310.2
38.422,788.77,-348.27
31.25,831.75,-380.22
24.934,883.59,-417.49
20.032,938.46,-455.39
15.625,1007,-501.16
12.467,1075.2,-545.31
9.9734,1148.7,-591.68
7.9719,1228.9,-641.13
6.3516,1317.4,-694.22
5.0134,1418.6,-753.25
3.986,1523.9,-812.97
3.1758,1636.6,-875.04
2.5161,1762.2,-939.86
1.9955,1893.4,-1009.2
1.5879,2033.5,-1082.6
1.2581,2185.2,-1160.9
0.99777,2346.4,-1244
0.79274,2514.9,-1332
0.62903,2696.6,-1428.2
0.49888,2888.1,-1531.6
0.3986,3088.3,-1641.8
0.31672,3306.5,-1763.2
0.25148,3541.1,-1894.8
0.19998,3793.8,-2035.7
0.15879,4069.7,-2185.6
0.12601,4372.1,-2340.6
0.10016,4704.9,-2501.6
