1e+06,3447.6,-11007
7.9436e+05,5208.7,-13197
6.31e+05,7682.8,-15416
5.0127e+05,10852,-17274
3.9814e+05,14757,-18726
3.1623e+05,19144,-19228
2.5119e+05,23840,-18464
1.9963e+05,27662,-17130
1.585e+05,30845,-15190
1.2592e+05,33357,-13113
1.0002e+05,35081,-10992
79512,36271,-9108.2
63105,37193,-7407.2
50215,37671,-6049.7
39902,38030,-4964.2
31699,38295,-3984.8
25137,38474,-3181.2
19980,38614,-2555.8
15879,38655,-2074
12598,38512,-1800.1
10020,38791,-1376.4
7928.2,38802,-863.02
6307.9,38867,-678.6
5034.7,38894,-601.21
3993.1,38922,-528.5
3144.1,38955,-471.61
2519.5,38986,-437.1
2000.8,39020,-411.97
1580.7,39062,-397.42
1253.6,39103,-389.78
1000.7,39148,-389.45
790.03,39191,-392.68
628.81,39239,-401.63
502.23,39288,-417.94
400.15,39349,-430.13
315.5,39400,-453.2
252.02,39461,-478.92
200.32,39525,-509.76
158.01,39586,-546.38
125.56,39657,-587.7
99.734,39729,-638.09
79.449,39812,-695.36
63.345,39899,-763.22
49.867,40003,-843.92
38.422,40117,-947.97
31.25,40224,-1043.5
24.934,40349,-1162
20.032,40484,-1291
15.625,40654,-1460.3
12.467,40825,-1638.8
9.9734,41018,-1833.8
7.9719,41237,-2059.7
6.3516,41479,-2320.8
5.0134,41765,-2628.1
3.986,42084,-2967.9
3.1758,42439,-3353.5
2.5161,42841,-3756.4
1.9955,43306,-4273.2
1.5879,43836,-4849.8
1.2581,44458,-5516.1
0.99777,45187,-6253.7
0.79274,45997,-7093.3
0.62903,46915,-8020.2
0.49888,47992,-9068
0.3986,49168,-10183
0.31672,50572,-11444
0.25148,52217,-12822
0.19998,54066,-14292
0.15879,56204,-15919
0.12601,58624,-17586
0.10016,61331,-19320
